City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,levuka,50.1834,-105.4011,285.05,69,77,6.85,CA,1691645432
366,diapaga,12.0708,1.7889,295.58,94,98,4.78,BF,1691645432
367,tucuma,-0.1833,-50.05,297.15,92,40,3.06,BR,1691645432
368,lethem,3.3803,-59.7968,298.13,76,74,2.31,GY,1691645432
369,nueva gerona,21.8833,-82.8,303.02,69,5,2.42,CU,1691645433
370,haslett,42.747,-84.4011,292.28,89,0,0.0,US,1691645433
371,alderetes,-26.8167,-65.1333,281.1,87,24,3.09,AR,1691645433
372,happy valley-goose bay,53.3168,-60.3315,288.32,82,100,2.06,CA,1691645433
373,sumbe,-11.2061,13.8437,292.19,90,2,1.25,AO,1691645434
374,vyaz'ma,55.2104,34.2951,290.98,54,3,0.66,RU,1691645434
375,hailar,49.2,119.7,297.51,55,45,2.6,CN,1691645434
376,bratsk,56.1325,101.6142,297.42,44,100,3.31,RU,1691645434
377,orchard homes,46.8633,-114.0484,287.92,93,0,2.57,US,1691645435
378,libreville,0.3925,9.4537,297.16,88,20,3.09,GA,1691645435
379,nizao,18.25,-70.2,301.19,79,87,3.13,DO,1691645435
380,hauterive,46.0901,3.4459,289.57,74,48,1.62,FR,1691645435
381,isangel,-19.55,169.2667,293.36,62,1,8.61,VU,1691645436
382,kangding,30.0513,101.9603,297.32,68,94,3.34,CN,1691645436
383,uige,-7.6087,15.0613,290.54,75,17,0.09,AO,1691645436
384,afif,23.9065,42.9172,308.78,9,40,2.12,SA,1691645436
385,north bend,43.4065,-124.2243,291.99,94,20,3.6,US,1691645437
386,arteche,12.2645,125.4048,300.97,83,100,2.07,PH,1691645437
387,iskateley,67.6803,53.1512,290.59,61,0,2.89,RU,1691645437
388,kismayo,-0.3582,42.5454,299.15,72,85,6.75,SO,1691645438
389,krabi,8.0726,98.9105,304.26,74,75,3.6,TH,1691645434
390,torbat-e heydariyeh,35.274,59.2195,300.2,22,0,10.17,IR,1691645218
391,geneina,13.45,22.45,295.69,83,65,1.37,SD,1691645438
392,vung tau,10.346,107.0843,303.5,70,43,3.32,VN,1691645439
393,the pas,53.8251,-101.2541,283.16,87,0,0.0,CA,1691645439
394,nadym,65.5333,72.5167,285.64,62,87,12.75,RU,1691645439
395,bahir dar,11.5936,37.3908,291.03,88,98,1.94,ET,1691645439
396,ujae,8.9322,165.7642,301.79,74,57,4.8,MH,1691645439
397,codrington,-38.2667,141.9667,284.86,74,100,4.97,AU,1691645440
398,arafat,21.3594,39.9664,312.45,12,5,3.17,SA,1691645440
399,woodstock,43.1334,-80.7497,294.07,91,100,2.68,CA,1691645156
400,yaring,6.8662,101.3689,304.74,59,75,2.72,TH,1691645440
401,luang prabang,19.8856,102.1347,301.13,78,75,1.03,LA,1691645441
402,kankanhalli,12.55,77.4167,303.0,50,90,3.41,IN,1691645441
403,coruripe,-10.1256,-36.1756,295.53,82,31,4.23,BR,1691645442
404,alesund,62.4723,6.1549,285.79,94,75,3.6,NO,1691645442
405,nizhnesortymskiy,62.4397,71.7603,283.76,77,42,9.19,RU,1691645442
406,kurtamysh,54.9103,64.4319,296.91,47,89,6.7,RU,1691645443
407,howard springs,-12.497,131.047,304.1,25,73,1.76,AU,1691645443
408,mathba,22.2855,89.9629,301.47,80,100,2.69,BD,1691645443
409,yarmouth,41.7057,-70.2286,296.48,73,0,3.6,US,1691645443
410,cascais,38.6979,-9.4215,293.43,84,4,7.15,PT,1691645444
411,hammerfest,70.6634,23.6821,295.4,64,0,1.03,NO,1691645444
412,chandur,19.7333,79.1833,303.96,59,50,5.97,IN,1691645444
413,mawu,29.5923,107.3139,307.45,52,4,1.45,CN,1691645444
414,sooke,48.3746,-123.7276,291.1,85,38,10.29,CA,1691645444
415,lepsy,46.235,78.9456,305.36,23,5,4.3,KZ,1691645445
416,rio grande,-32.035,-52.0986,288.68,97,100,5.02,BR,1691645445
417,chita,52.0333,113.55,293.09,88,75,3.0,RU,1691645299
418,kamiiso,41.8167,140.65,306.36,66,20,4.63,JP,1691645445
419,tosno,59.54,30.8775,290.21,46,5,1.72,RU,1691645445
420,klaksvik,62.2266,-6.589,282.66,74,59,1.44,FO,1691645446
421,venado tuerto,-33.7456,-61.9688,284.13,75,100,5.24,AR,1691645446
422,port-vila,-17.7338,168.3219,295.93,60,75,6.69,VU,1691645446
423,salmon arm,50.6998,-119.3024,289.77,94,46,0.51,CA,1691645423
424,sur,22.5667,59.5289,306.84,49,78,3.93,OM,1691645447
425,harper,4.375,-7.7169,297.25,83,100,5.08,LR,1691645447
426,lys'va,58.1086,57.8053,294.75,45,45,3.15,RU,1691645447
427,gunjur,13.2019,-16.7339,298.19,94,40,0.0,GM,1691645448
428,kudahuvadhoo,2.6708,72.8944,300.09,79,100,3.6,MV,1691645448
429,santa cruz,-17.8,-63.1667,298.15,52,14,4.95,BO,1691645448
430,bodaybo,57.8506,114.1933,299.16,51,100,3.46,RU,1691645448
431,khandyga,62.6667,135.6,298.92,31,39,1.52,RU,1691645449
432,posto fiscal rolim de moura,-13.0833,-62.2667,298.87,48,39,0.94,BR,1691645449
433,severo-yeniseyskiy,60.3725,93.0408,292.66,48,40,3.61,RU,1691645449
434,kuraymah,18.55,31.85,306.53,40,30,3.71,SD,1691645449
435,galle,6.0367,80.217,301.86,73,98,5.15,LK,1691645450
436,la mure,44.9026,5.7866,289.91,69,3,1.13,FR,1691645450
437,puerto cabezas,14.0351,-83.3888,299.6,90,100,2.49,NI,1691645450
438,dhidhdhoo,6.8833,73.1,301.0,77,98,6.93,MV,1691645450
439,al harithah,30.7186,47.7208,311.13,22,0,1.03,IQ,1691645451
440,conception bay south,47.4999,-52.9981,285.88,96,100,9.88,CA,1691645451
441,puerto real,36.5282,-6.1901,297.38,88,0,1.03,ES,1691645451
442,akrehamn,59.2667,5.1833,284.82,93,75,6.17,NO,1691645451
443,santa cruz do rio pardo,-22.8989,-49.6325,290.27,66,10,2.53,BR,1691645452
444,sibiti,-3.6819,13.3499,292.87,85,53,1.21,CG,1691645452
445,mugia,43.1041,-9.2179,294.21,92,68,6.91,ES,1691645452
446,mersing,2.4312,103.8405,305.1,74,40,3.09,MY,1691645452
447,santa marta,11.2408,-74.199,301.42,83,100,0.45,CO,1691645217
448,sierra grande,-41.606,-65.3557,284.75,47,100,5.52,AR,1691645453
449,ar rutbah,33.0381,40.2848,306.57,25,0,3.85,IQ,1691645453
450,rabigh,22.7986,39.0349,307.03,56,0,1.64,SA,1691645453
451,kushiro,42.975,144.3747,297.68,94,75,6.69,JP,1691645453
452,ghumarwin,31.45,76.7167,301.92,68,93,1.24,IN,1691645454
453,lerwick,60.1545,-1.1494,284.15,78,38,3.89,GB,1691645454
454,inarajan village,13.2736,144.7484,303.23,86,100,9.26,GU,1691645454
455,sanctuary point,-35.1114,150.629,292.03,49,55,6.17,AU,1691645454
456,nova xavantina,-14.6667,-52.35,295.26,34,8,0.75,BR,1691645455
457,chinchilla,-26.75,150.6333,294.99,31,0,3.07,AU,1691645455
458,lorengau,-2.0226,147.2712,300.52,82,96,7.44,PG,1691645455
459,hobyo,5.3505,48.5268,300.5,66,32,9.73,SO,1691645455
460,nieuw amsterdam,5.8833,-55.0833,299.27,87,12,4.18,SR,1691645455
461,mumbwa,-14.9783,27.0619,288.4,53,2,5.39,ZM,1691645456
462,kievka,50.2619,71.5514,299.83,43,80,2.81,KZ,1691645456
463,och'amch'ire,42.7123,41.4686,301.83,73,63,1.81,GE,1691645456
464,makokou,0.5738,12.8642,294.75,90,98,1.14,GA,1691645456
465,dryden,49.7833,-92.7503,286.31,88,100,2.57,CA,1691645457
466,khorixas,-20.3667,14.9667,291.73,37,78,2.33,NA,1691645457
467,kyabe,9.4515,18.9449,294.33,93,99,1.44,TD,1691645457
468,pointe aux piments,-20.0628,57.5131,297.88,63,5,6.66,MU,1691645457
469,bhaisa,19.1,77.9667,303.15,60,61,5.62,IN,1691645458
470,hirara,24.8,125.2833,305.07,70,75,4.12,JP,1691645458
471,manta,-0.95,-80.7333,298.71,78,75,7.6,EC,1691645458
472,esil,51.9556,66.4042,299.62,34,77,6.19,KZ,1691645458
473,papao,-17.75,-149.55,297.97,72,58,7.87,PF,1691645458
474,camabatela,-8.1881,15.375,288.75,72,7,0.45,AO,1691645459
475,xique xique,-10.8217,-42.7311,294.28,70,0,7.36,BR,1691645459
476,ciudad bolivar,8.1222,-63.5497,297.68,89,100,2.2,VE,1691645459
477,bac lieu,9.285,105.7244,306.0,55,87,5.5,VN,1691645459
478,caibarien,22.5206,-79.4669,301.77,82,18,5.04,CU,1691645460
479,osorno,-40.5667,-73.15,283.32,93,100,6.17,CL,1691645460
480,dompu,-8.5356,118.4622,307.04,37,29,0.46,ID,1691645460
481,qaryat suluq,31.6682,20.2521,298.58,63,0,4.51,LY,1691645460
482,tabas,33.5959,56.9244,308.12,15,0,1.99,IR,1691645461
483,ola,59.5833,151.2833,294.9,62,15,4.62,RU,1691645461
484,namtsy,62.7161,129.6658,298.21,28,96,4.52,RU,1691645461
485,sao joao da barra,-21.6403,-41.0511,294.11,88,70,4.25,BR,1691645462
486,northam,51.0333,-4.2167,288.92,92,14,4.99,GB,1691645462
487,mocoa,1.1493,-76.6466,293.95,99,68,0.45,CO,1691645462
488,makoua,0.0069,15.6333,296.22,85,99,1.2,CG,1691645462
489,tazacorte,28.629,-17.9293,298.69,50,0,6.17,ES,1691645463
490,uyar,55.81,94.3153,298.64,33,25,3.37,RU,1691645463
491,maceio,-9.6658,-35.7353,295.84,94,100,0.51,BR,1691645360
492,al qadarif,14.0349,35.3834,297.5,79,53,6.22,SD,1691645463
493,wakkanai,45.4094,141.6739,291.14,96,75,8.75,JP,1691645215
494,west end,26.6833,-78.9667,302.14,76,93,5.39,BS,1691645464
495,lafia,8.4833,8.5167,295.81,96,83,1.63,NG,1691645464
496,mitu,1.1983,-70.1733,294.88,98,82,0.52,CO,1691645464
497,lompoc,34.6391,-120.4579,291.36,87,100,1.54,US,1691645180
498,san pascual,13.7975,121.0342,306.27,73,54,7.55,PH,1691645465
499,baie-comeau,49.2168,-68.1489,287.97,94,100,3.09,CA,1691645417
500,ar ruways,24.1103,52.7306,309.47,51,0,3.4,AE,1691645465
501,necocli,8.4234,-76.786,298.57,93,99,1.51,CO,1691645465
502,bubaque,11.2833,-15.8333,298.48,88,100,2.17,GW,1691645466
503,songling,31.1933,120.7176,307.22,47,53,3.43,CN,1691645466
504,carnarvon,-24.8667,113.6333,297.31,52,1,4.32,AU,1691645466
505,el abiodh sidi cheikh,32.893,0.5484,300.88,27,2,1.68,DZ,1691645466
506,tolga,34.7222,5.3785,300.6,41,0,2.35,DZ,1691645467
507,atherton,53.5237,-2.4935,291.05,95,98,1.7,GB,1691645221
508,cambria,35.5641,-121.0808,293.56,94,28,1.47,US,1691645467
509,abay,49.6311,72.8539,299.36,39,71,7.26,KZ,1691645467
510,shalqar,47.8333,59.6,298.27,47,0,7.96,KZ,1691645468
511,tchintabaraden,15.8969,5.7985,300.45,67,41,6.17,NE,1691645468
512,bambanglipuro,-7.95,110.2833,300.6,60,23,6.69,ID,1691645468
513,gaiman,-43.2897,-65.4929,289.03,43,96,7.64,AR,1691645468
514,sisimiut,66.9395,-53.6735,278.16,91,100,4.17,GL,1691645468
515,tambo grande,-4.9269,-80.3447,294.86,78,4,2.13,PE,1691645469
516,radzyn podlaski,51.7833,22.6167,287.46,82,100,1.45,PL,1691645469
517,coron,11.9986,120.2043,302.29,77,70,5.04,PH,1691645469
518,magalia,39.8121,-121.5783,295.01,51,0,2.94,US,1691645470
519,palikir - national government center,6.9248,158.1611,303.62,79,100,5.14,FM,1691645470
520,zouerate,22.7187,-12.4521,302.09,30,0,4.35,MR,1691645470
521,monteagudo,-19.8167,-63.9833,285.98,75,0,1.24,BO,1691645470
522,santa maria da vitoria,-13.3947,-44.1886,293.91,60,0,2.72,BR,1691645471
523,lata,40.1629,-8.3327,290.33,95,44,1.25,PT,1691645471
524,hilo,19.7297,-155.09,299.0,82,100,2.06,US,1691645471
525,apolinario saravia,-24.4328,-63.9954,288.05,64,8,2.26,AR,1691645471
526,bonthe,7.5264,-12.505,297.3,95,100,5.44,SL,1691645472
527,aras-asan,8.8908,126.3033,301.61,80,100,2.2,PH,1691645472
528,labrador city,52.9463,-66.9114,284.1,100,100,1.03,CA,1691645472
529,balikpapan,-1.2675,116.8289,303.7,70,40,3.6,ID,1691645472
530,antalaha,-14.9003,50.2788,297.36,66,28,2.95,MG,1691645472
531,pacific grove,36.6177,-121.9166,288.04,92,100,2.68,US,1691645473
532,guiratinga,-16.3494,-53.7583,294.56,33,0,1.72,BR,1691645473
533,dordrecht,51.81,4.6736,289.25,85,0,2.04,NL,1691645431
534,antofagasta,-23.65,-70.4,289.75,84,75,4.56,CL,1691645473
535,lewistown,40.5992,-77.5714,293.56,94,0,0.0,US,1691645474
536,kindu,-2.95,25.95,299.28,52,52,0.49,CD,1691645474
537,awjilah,29.1081,21.2869,299.24,53,0,4.83,LY,1691645474
538,kavieng,-2.5744,150.7967,300.86,78,100,6.6,PG,1691645474
539,vadstena,58.4486,14.8897,286.11,88,100,5.06,SE,1691645474
540,pechora,65.1472,57.2244,291.39,48,6,4.1,RU,1691645475
541,naze,28.3667,129.4833,302.66,78,46,4.93,JP,1691645475
542,fortuna,40.5982,-124.1573,290.66,96,100,0.0,US,1691645475
543,boca do acre,-8.7522,-67.3978,296.67,80,62,1.08,BR,1691645476
544,pago pago,-14.2781,-170.7025,300.7,89,75,3.09,AS,1691645476
545,al hayy,32.1735,46.0433,315.97,9,7,2.45,IQ,1691645476
546,toguchin,55.2353,84.3858,300.17,29,82,5.55,RU,1691645476
547,lensk,60.7253,114.9278,304.87,30,35,3.25,RU,1691645477
548,arcelia,18.2833,-100.2667,296.78,88,98,1.24,MX,1691645477
549,ryotsu-minato,38.0833,138.4333,306.75,51,0,4.62,JP,1691645477
550,gualeguaychu,-33.0094,-58.5172,286.42,96,71,3.61,AR,1691645477
551,luanda,-8.8368,13.2343,292.15,88,40,0.51,AO,1691645242
552,ialibu,-6.2821,143.9935,287.89,95,99,1.29,PG,1691645478
553,port lincoln,-34.7333,135.8667,286.83,61,54,3.92,AU,1691645478
554,pisco,-13.7,-76.2167,291.18,82,100,0.0,PE,1691645478
555,usogorsk,63.4106,48.6872,298.31,50,7,0.79,RU,1691645478
556,gadzhiyevo,69.2551,33.3362,294.01,65,3,3.1,RU,1691645478
557,marang,5.2056,103.2059,305.91,68,72,2.17,MY,1691645479
558,katsuren-haebaru,26.3369,127.8719,304.58,79,40,4.12,JP,1691645479
559,kolitzheim,49.9167,10.2333,285.67,77,1,0.97,DE,1691645479
560,okhotsk,59.3833,143.3,289.75,68,12,4.23,RU,1691645479
561,tefe,-3.3542,-64.7114,298.67,66,42,1.1,BR,1691645480
